 5.6000e-01,  0.000,297.040,   97.6,   1.0
 6.4000e-01,  0.000,297.040,   97.9,   1.0
 5.5000e-01,  0.000,297.040,   98.2,   1.0
 6.0000e-01,  0.000,297.040,   98.6,   1.0
 6.0000e-01,  0.000,297.040,   98.9,   1.0
 5.3000e-01,  0.000,297.040,   99.2,   1.0
 5.8000e-01,  0.000,297.040,   99.5,   1.0
 5.4000e-01,  0.000,297.040,   99.8,   1.0
 5.7000e-01,  0.000,297.040,  100.2,   1.0
 5.7000e-01,  0.000,297.040,  100.5,   1.0
 5.3000e-01,  0.000,297.040,  100.8,   1.0
 6.0000e-01,  0.000,297.060,  101.1,   1.0
 6.3000e-01,  0.000,297.040,  101.4,   1.0
 5.1000e-01,  0.000,297.040,  101.8,   1.0
 5.7000e-01,  0.000,297.060,  102.1,   1.0
 5.5000e-01,  0.000,297.060,  102.4,   1.0
 5.9000e-01,  0.000,297.040,  102.7,   1.0
 6.0000e-01,  0.000,297.060,  103.0,   1.0
 5.4000e-01,  0.000,297.060,  103.4,   1.0
 5.2000e-01,  0.000,297.060,  103.7,   1.0
 6.0000e-01,  0.000,297.060,  104.0,   1.0
 5.6000e-01,  0.000,297.060,  104.3,   1.0
 5.7000e-01,  0.000,297.060,  104.6,   1.0
 5.7000e-01,  0.000,297.060,  105.0,   1.0
 5.8000e-01,  0.000,297.060,  105.3,   1.0
 5.7000e-01,  0.000,297.060,  105.6,   1.0
 6.0000e-01,  0.000,297.060,  105.9,   1.0
 5.5000e-01,  0.000,297.060,  106.2,   1.0
 5.6000e-01,  0.000,297.060,  106.6,   1.0
 5.7000e-01,  0.000,297.060,  106.9,   1.0
 5.9000e-01,  0.000,297.060,  107.2,   1.0
 5.5000e-01,  0.000,297.060,  107.5,   1.0
 5.5000e-01,  0.000,297.060,  107.8,   1.0
 6.0000e-01,  0.000,297.060,  108.2,   1.0
 6.1000e-01,  0.000,297.060,  108.5,   1.0
 5.9000e-01,  0.000,297.060,  108.8,   1.0
 5.9000e-01,  0.000,297.060,  109.1,   1.0
 5.7000e-01,  0.000,297.060,  109.4,   1.0
 6.4000e-01,  0.000,297.060,  109.8,   1.0
 5.2000e-01,  0.000,297.060,  110.1,   1.0
 5.8000e-01,  0.000,297.060,  110.4,   1.0
 6.0000e-01,  0.000,297.060,  110.7,   1.0
 5.6000e-01,  0.000,297.060,  111.0,   1.0
 5.9000e-01,  0.000,297.060,  111.4,   1.0
 5.5000e-01,  0.000,297.060,  111.7,   1.0
 6.2000e-01,  0.000,297.060,  112.0,   1.0
 5.6000e-01,  0.000,297.090,  112.3,   1.0
 5.9000e-01,  0.000,297.060,  112.6,   1.0
 6.0000e-01,  0.000,297.060,  113.0,   1.0
 6.0000e-01,  0.000,297.090,  113.3,   1.0
 5.9000e-01,  0.000,297.090,  113.6,   1.0
 6.2000e-01,  0.000,297.090,  113.9,   1.0
 5.9000e-01,  0.000,297.090,  114.2,   1.0
 6.1000e-01,  0.000,297.090,  114.6,   1.0
 5.3000e-01,  0.000,297.090,  114.9,   1.0
 5.7000e-01,  0.000,297.090,  115.2,   1.0
 5.6000e-01,  0.000,297.090,  115.5,   1.0
 6.5000e-01,  0.000,297.090,  115.8,   1.0
 5.5000e-01,  0.000,297.090,  116.2,   1.0
 6.2000e-01,  0.000,297.090,  116.5,   1.0
 5.7000e-01,  0.000,297.090,  116.8,   1.0
 6.2557e+02,  0.000,297.090,  117.1,   1.0
 5.5000e-01,  0.000,297.090,  117.4,   1.0
 5.4000e-01,  0.000,297.090,  117.8,   1.0
 5.8000e-01,  0.000,297.090,  118.1,   1.0
 5.7000e-01,  0.000,297.090,  118.4,   1.0
 5.6000e-01,  0.000,297.090,  118.7,   1.0
 5.9000e-01,  0.000,297.090,  119.0,   1.0
 6.6000e-01,  0.000,297.090,  119.4,   1.0
 5.4000e-01,  0.000,297.090,  119.7,   1.0
 5.7000e-01,  0.000,297.090,  120.0,   1.0
 5.6000e-03,  0.000,297.090,  120.3, 100.0
 9.4000e-03,  0.000,297.090,  120.6, 100.0
 1.1200e-02,  0.000,297.090,  121.0, 100.0
 1.2000e-02,  0.000,297.090,  121.3, 100.0
 1.2100e-02,  0.000,297.090,  121.6, 100.0
 1.2000e-02,  0.000,297.090,  121.9, 100.0
 1.2200e-02,  0.000,297.090,  122.2, 100.0
 1.1900e-02,  0.000,297.090,  122.6, 100.0
 1.2200e-02,  0.000,297.090,  122.9, 100.0
 1.2100e-02,  0.000,297.090,  123.2, 100.0
 1.1900e-02,  0.000,297.110,  123.5, 100.0
 1.1400e-02,  0.000,297.110,  123.8, 100.0
 1.1300e-02,  0.000,297.110,  124.2, 100.0
 1.1700e-02,  0.000,297.110,  124.5, 100.0
 1.2100e-02,  0.000,297.110,  124.8, 100.0
 1.2300e-02,  0.000,297.110,  125.1, 100.0
 1.1700e-02,  0.000,297.110,  125.4, 100.0
 1.1400e-02,  0.000,297.110,  125.8, 100.0
 1.1700e-02,  0.000,297.110,  126.1, 100.0
