  79.41 -1.892000e-06 3.587966e+03  27.00
  79.41 -1.893000e-06 3.588236e+03  27.00
  79.41 -1.893000e-06 3.588507e+03  27.00
  79.38 -1.897000e-06 3.588777e+03  27.00
  79.38 -1.897000e-06 3.589048e+03  27.00
  79.36 -1.898000e-06 3.589317e+03  27.00
  79.36 -1.898000e-06 3.589588e+03  27.00
  79.36 -1.900000e-06 3.589859e+03  27.00
  79.36 -1.900000e-06 3.590129e+03  27.00
  79.34 -1.900000e-06 3.590399e+03  27.00
  79.34 -1.900000e-06 3.590670e+03  27.00
  79.34 -1.900000e-06 3.590940e+03  27.00
  79.34 -1.902000e-06 3.591211e+03  27.00
  79.32 -1.902000e-06 3.591481e+03  27.00
  79.32 -1.905000e-06 3.591751e+03  27.00
  79.32 -1.905000e-06 3.592022e+03  27.00
  79.32 -1.905000e-06 3.592293e+03  27.00
  79.29 -1.903000e-06 3.592563e+03  27.00
  79.29 -1.905000e-06 3.592834e+03  27.00
  79.29 -1.905000e-06 3.593104e+03  27.00
  79.29 -1.905000e-06 3.593374e+03  27.00
  79.27 -1.906000e-06 3.593644e+03  27.00
  79.27 -1.905000e-06 3.593915e+03  27.00
  79.27 -1.905000e-06 3.594185e+03  27.00
  79.27 -1.903000e-06 3.594456e+03  27.00
  79.25 -1.903000e-06 3.594726e+03  27.00
  79.25 -1.903000e-06 3.594997e+03  27.00
  79.25 -1.905000e-06 3.595267e+03  27.00
  79.25 -1.906000e-06 3.595538e+03  27.00
  79.22 -1.828000e-06 3.595808e+03  27.00
  79.22 -1.756000e-06 3.596078e+03  27.00
  79.22 -1.767000e-06 3.596349e+03  27.00
  79.22 -1.902000e-06 3.596619e+03  27.00
  79.22 -2.097000e-06 3.596889e+03  27.00
  79.22 -2.221000e-06 3.597160e+03  27.00
  79.20 -2.273000e-06 3.597430e+03  27.00
  79.20 -2.283000e-06 3.597701e+03  27.00
  79.20 -2.270000e-06 3.597972e+03  27.00
  79.20 -2.241000e-06 3.598242e+03  27.00
  79.20 -2.205000e-06 3.598512e+03  27.00
  79.18 -2.171000e-06 3.598783e+03  27.00
  79.18 -2.135000e-06 3.599053e+03  27.00
  79.18 -2.102000e-06 3.599324e+03  27.00
  79.18 -2.073000e-06 3.599594e+03  27.00
  79.16 -2.047000e-06 3.599864e+03  27.00
  79.16 -2.026000e-06 3.600135e+03  27.00
  79.16 -2.005000e-06 3.600405e+03  27.00
  79.16 -1.990000e-06 3.600676e+03  27.00
  79.16 -1.977000e-06 3.600946e+03  27.00
  79.16 -1.966000e-06 3.601216e+03  27.00
  79.13 -1.956000e-06 3.601487e+03  27.00
  79.13 -1.948000e-06 3.601757e+03  27.00
  79.13 -1.942000e-06 3.602028e+03  27.00
  79.13 -1.936000e-06 3.602299e+03  27.00
  79.13 -1.931000e-06 3.602568e+03  27.00
  79.13 -1.928000e-06 3.602839e+03  27.00
  79.13 -1.953000e-06 3.603109e+03  27.00
  79.13 -1.986000e-06 3.603380e+03  27.00
  79.11 -1.998000e-06 3.603650e+03  27.00
  79.11 -2.003000e-06 3.603920e+03  27.00
  79.11 -2.001000e-06 3.604191e+03  27.00
  79.11 -1.996000e-06 3.604461e+03  27.00
  79.13 -1.990000e-06 3.604732e+03  27.00
  79.13 -1.981000e-06 3.605002e+03  27.00
  79.13 -1.973000e-06 3.605273e+03  27.00
  79.13 -1.966000e-06 3.605543e+03  27.00
  79.16 -1.958000e-06 3.605815e+03  27.00
  79.16 -1.952000e-06 3.606084e+03  27.00
  79.16 -1.947000e-06 3.606354e+03  27.00
  79.16 -1.942000e-06 3.606625e+03  27.00
  79.18 -1.937000e-06 3.606895e+03  27.00
  79.18 -1.933000e-06 3.607166e+03  27.00
  79.22 -1.930000e-06 3.607436e+03  27.00
  79.22 -1.925000e-06 3.607706e+03  27.00
  79.25 -1.923000e-06 3.607977e+03  27.00
  79.25 -1.922000e-06 3.608247e+03  27.00
  79.29 -1.922000e-06 3.608518e+03  27.00
  79.29 -1.921000e-06 3.608789e+03  27.00
  79.32 -1.918000e-06 3.609059e+03  27.00
  79.32 -1.916000e-06 3.609329e+03  27.00
  79.36 -1.912000e-06 3.609600e+03  27.00
  79.36 -1.911000e-06 3.609870e+03  27.00
  79.41 -1.910000e-06 3.610140e+03  27.00
  79.41 -1.906000e-06 3.610411e+03  27.00
  79.48 -1.905000e-06 3.610681e+03  27.00
  79.48 -1.902000e-06 3.610952e+03  27.00
  79.52 -1.898000e-06 3.611222e+03  27.00
  79.52 -1.896000e-06 3.611493e+03  27.00
  79.59 -1.893000e-06 3.611763e+03  27.00
  79.59 -1.892000e-06 3.612034e+03  27.00
  79.64 -1.892000e-06 3.612304e+03  27.00
  79.64 -1.891000e-06 3.612574e+03  27.00
  79.71 -1.887000e-06 3.612845e+03  27.00
  79.71 -1.885000e-06 3.613115e+03  27.00
  79.75 -1.881000e-06 3.613385e+03  27.00
  79.75 -1.880000e-06 3.613656e+03  27.00
  79.82 -1.878000e-06 3.613926e+03  27.00
