  85.14 -1.517000e-06 3.076117e+03  27.00
  85.14 -1.517000e-06 3.076388e+03  27.00
  85.14 -1.517000e-06 3.076659e+03  27.00
  85.14 -1.516000e-06 3.076929e+03  27.00
  85.16 -1.516000e-06 3.077200e+03  27.00
  85.16 -1.513000e-06 3.077470e+03  27.00
  85.16 -1.516000e-06 3.077740e+03  27.00
  85.16 -1.517000e-06 3.078010e+03  27.00
  85.19 -1.517000e-06 3.078281e+03  27.00
  85.19 -1.518000e-06 3.078551e+03  27.00
  85.19 -1.518000e-06 3.078822e+03  27.00
  85.19 -1.520000e-06 3.079092e+03  27.00
  85.19 -1.520000e-06 3.079363e+03  27.00
  85.19 -1.520000e-06 3.079633e+03  27.00
  85.21 -1.520000e-06 3.079904e+03  27.00
  85.21 -1.518000e-06 3.080174e+03  27.00
  85.21 -1.518000e-06 3.080444e+03  27.00
  85.21 -1.517000e-06 3.080715e+03  27.00
  85.23 -1.517000e-06 3.080985e+03  27.00
  85.23 -1.516000e-06 3.081256e+03  27.00
  85.23 -1.513000e-06 3.081526e+03  27.00
  85.23 -1.513000e-06 3.081797e+03  27.00
  85.26 -1.512000e-06 3.082067e+03  27.00
  85.26 -1.513000e-06 3.082337e+03  27.00
  85.26 -1.513000e-06 3.082608e+03  27.00
  85.26 -1.516000e-06 3.082878e+03  27.00
  85.26 -1.516000e-06 3.083148e+03  27.00
  85.26 -1.516000e-06 3.083419e+03  27.00
  85.28 -1.513000e-06 3.083689e+03  27.00
  85.28 -1.512000e-06 3.083960e+03  27.00
  85.30 -1.511000e-06 3.084230e+03  27.00
  85.30 -1.507000e-06 3.084502e+03  27.00
  85.30 -1.506000e-06 3.084771e+03  27.00
  85.30 -1.506000e-06 3.085042e+03  27.00
  85.33 -1.506000e-06 3.085312e+03  27.00
  85.33 -1.506000e-06 3.085582e+03  27.00
  85.33 -1.507000e-06 3.085853e+03  27.00
  85.33 -1.507000e-06 3.086124e+03  27.00
  85.35 -1.507000e-06 3.086393e+03  27.00
  85.35 -1.507000e-06 3.086664e+03  27.00
  85.37 -1.510000e-06 3.086934e+03  27.00
  85.37 -1.511000e-06 3.087205e+03  27.00
  85.37 -1.511000e-06 3.087475e+03  27.00
  85.37 -1.512000e-06 3.087746e+03  27.00
  85.39 -1.511000e-06 3.088016e+03  27.00
  85.39 -1.510000e-06 3.088287e+03  27.00
  85.42 -1.507000e-06 3.088557e+03  27.00
  85.42 -1.507000e-06 3.088827e+03  27.00
  85.42 -1.506000e-06 3.089098e+03  27.00
  85.42 -1.506000e-06 3.089368e+03  27.00
  85.44 -1.507000e-06 3.089639e+03  27.00
  85.44 -1.506000e-06 3.089910e+03  27.00
  85.46 -1.507000e-06 3.090180e+03  27.00
  85.46 -1.507000e-06 3.090450e+03  27.00
  85.49 -1.507000e-06 3.090721e+03  27.00
  85.49 -1.507000e-06 3.090991e+03  27.00
  85.49 -1.506000e-06 3.091261e+03  27.00
  85.49 -1.506000e-06 3.091531e+03  27.00
  85.51 -1.507000e-06 3.091803e+03  27.00
  85.51 -1.507000e-06 3.092073e+03  27.00
  85.53 -1.506000e-06 3.092343e+03  27.00
  85.53 -1.506000e-06 3.092614e+03  27.00
  85.56 -1.505000e-06 3.092884e+03  27.00
  85.56 -1.505000e-06 3.093154e+03  27.00
  85.58 -1.503000e-06 3.093425e+03  27.00
  85.58 -1.503000e-06 3.093695e+03  27.00
  85.60 -1.501000e-06 3.093965e+03  27.00
  85.60 -1.501000e-06 3.094236e+03  27.00
  85.65 -1.500000e-06 3.094506e+03  27.00
  85.65 -1.500000e-06 3.094776e+03  27.00
  85.67 -1.498000e-06 3.095047e+03  27.00
  85.67 -1.495000e-06 3.095317e+03  27.00
  85.70 -1.493000e-06 3.095588e+03  27.00
  85.72 -1.493000e-06 3.095859e+03  27.00
  85.72 -1.492000e-06 3.096129e+03  27.00
  85.74 -1.492000e-06 3.096400e+03  27.00
  85.74 -1.492000e-06 3.096671e+03  27.00
  85.76 -1.491000e-06 3.096940e+03  27.00
  85.76 -1.488000e-06 3.097210e+03  27.00
  85.79 -1.488000e-06 3.097481e+03  27.00
  85.79 -1.488000e-06 3.097751e+03  27.00
  85.83 -1.488000e-06 3.098022e+03  27.00
  85.83 -1.488000e-06 3.098292e+03  27.00
  85.86 -1.491000e-06 3.098563e+03  27.00
  85.86 -1.492000e-06 3.098833e+03  27.00
  85.88 -1.493000e-06 3.099103e+03  27.00
  85.88 -1.495000e-06 3.099374e+03  27.00
  85.93 -1.495000e-06 3.099644e+03  27.00
  85.93 -1.495000e-06 3.099915e+03  27.00
  85.95 -1.495000e-06 3.100185e+03  27.00
  85.95 -1.493000e-06 3.100456e+03  27.00
  86.00 -1.493000e-06 3.100726e+03  27.00
  86.00 -1.492000e-06 3.100996e+03  27.00
  86.02 -1.491000e-06 3.101267e+03  27.00
  86.02 -1.491000e-06 3.101537e+03  27.00
  86.04 -1.488000e-06 3.101808e+03  27.00
  86.04 -1.487000e-06 3.102078e+03  27.00
  86.09 -1.485000e-06 3.102349e+03  27.00
  86.09 -1.482000e-06 3.102619e+03  27.00
  86.11 -1.482000e-06 3.102890e+03  27.00
  86.11 -1.482000e-06 3.103160e+03  27.00
  86.16 -1.482000e-06 3.103430e+03  27.00
  86.16 -1.480000e-06 3.103701e+03  27.00
  86.18 -1.481000e-06 3.103971e+03  27.00
  86.18 -1.481000e-06 3.104242e+03  27.00
  86.23 -1.480000e-06 3.104512e+03  27.00
  86.23 -1.480000e-06 3.104782e+03  27.00
  86.25 -1.480000e-06 3.105053e+03  27.00
  86.25 -1.478000e-06 3.105323e+03  27.00
  86.27 -1.476000e-06 3.105594e+03  27.00
  86.27 -1.476000e-06 3.105864e+03  27.00
  86.32 -1.475000e-06 3.106135e+03  27.00
  86.32 -1.473000e-06 3.106405e+03  27.00
  86.34 -1.472000e-06 3.106675e+03  27.00
  86.34 -1.472000e-06 3.106946e+03  27.00
  86.39 -1.472000e-06 3.107216e+03  27.00
  86.39 -1.472000e-06 3.107487e+03  27.00
  86.41 -1.473000e-06 3.107757e+03  27.00
  86.41 -1.473000e-06 3.108027e+03  27.00
  86.43 -1.473000e-06 3.108299e+03  27.00
  86.43 -1.473000e-06 3.108568e+03  27.00
  86.48 -1.472000e-06 3.108839e+03  27.00
  86.48 -1.472000e-06 3.109110e+03  27.00
