 126.36 5.600000e-08 3.276314e+03  27.00
 126.36 5.700000e-08 3.276559e+03  27.00
 126.36 5.700000e-08 3.276806e+03  27.00
 126.43 5.800000e-08 3.277051e+03  27.00
 126.43 5.800000e-08 3.277298e+03  27.00
 126.50 6.000000e-08 3.277543e+03  27.00
 126.50 6.200000e-08 3.277790e+03  27.00
 126.58 6.000000e-08 3.278034e+03  27.00
 126.58 5.800000e-08 3.278281e+03  27.00
 126.67 5.800000e-08 3.278526e+03  27.00
 126.67 5.800000e-08 3.278773e+03  27.00
 126.74 5.800000e-08 3.279018e+03  27.00
 126.74 5.800000e-08 3.279264e+03  27.00
 126.81 5.700000e-08 3.279511e+03  27.00
 126.81 5.700000e-08 3.279755e+03  27.00
 126.81 5.600000e-08 3.280001e+03  27.00
 126.88 5.700000e-08 3.280247e+03  27.00
 126.88 5.600000e-08 3.280493e+03  27.00
 126.98 5.600000e-08 3.280738e+03  27.00
 126.98 5.600000e-08 3.280984e+03  27.00
 127.05 5.700000e-08 3.281231e+03  27.00
 127.05 5.700000e-08 3.281476e+03  27.00
 127.12 5.700000e-08 3.281722e+03  27.00
 127.12 5.600000e-08 3.281968e+03  27.00
 127.19 5.300000e-08 3.282214e+03  27.00
 127.19 5.000000e-08 3.282461e+03  27.00
 127.19 5.000000e-08 3.282706e+03  27.00
 127.24 4.700000e-08 3.282951e+03  27.00
 127.24 4.600000e-08 3.283197e+03  27.00
 127.31 4.500000e-08 3.283443e+03  27.00
 127.31 4.500000e-08 3.283689e+03  27.00
 127.38 4.300000e-08 3.283934e+03  27.00
 127.38 4.000000e-08 3.284181e+03  27.00
 127.45 3.700000e-08 3.284426e+03  27.00
 127.45 3.200000e-08 3.284672e+03  27.00
 127.53 2.800000e-08 3.284918e+03  27.00
 127.53 2.500000e-08 3.285164e+03  27.00
 127.60 2.100000e-08 3.285410e+03  27.00
 127.60 2.000000e-08 3.285656e+03  27.00
 127.60 1.600000e-08 3.285901e+03  27.00
 127.67 1.500000e-08 3.286147e+03  27.00
 127.67 1.000000e-08 3.286393e+03  27.00
 127.74 8.000000e-09 3.286639e+03  27.00
 127.74 6.000000e-09 3.286885e+03  27.00
 127.81 3.000000e-09 3.287131e+03  27.00
 127.81 2.000000e-09 3.287376e+03  27.00
 127.88 1.000000e-09 3.287622e+03  27.00
 127.88 0.000000e+00 3.287892e+03  27.00
 127.95 0.000000e+00 3.288163e+03  27.00
 127.95 0.000000e+00 3.288434e+03  27.00
 128.02 1.000000e-09 3.288680e+03  27.00
 128.02 1.000000e-09 3.288925e+03  27.00
 128.07 0.000000e+00 3.289172e+03  27.00
 128.07 1.000000e-09 3.289417e+03  27.00
 128.14 1.000000e-09 3.289663e+03  27.00
 128.14 1.000000e-09 3.289908e+03  27.00
 128.14 0.000000e+00 3.290155e+03  27.00
 128.21 0.000000e+00 3.290425e+03  27.00
 128.21 0.000000e+00 3.290695e+03  27.00
 128.29 0.000000e+00 3.290966e+03  27.00
 128.29 0.000000e+00 3.291212e+03  27.00
 128.33 2.000000e-09 3.291457e+03  27.00
 128.33 3.000000e-09 3.291704e+03  27.00
 128.40 6.000000e-09 3.291949e+03  27.00
 128.40 3.000000e-09 3.292195e+03  27.00
 128.48 2.000000e-09 3.292441e+03  27.00
 128.48 2.000000e-09 3.292687e+03  27.00
 128.52 2.000000e-09 3.292932e+03  27.00
 128.52 2.000000e-09 3.293179e+03  27.00
 128.59 2.000000e-09 3.293424e+03  27.00
 128.59 2.000000e-09 3.293670e+03  27.00
 128.59 2.000000e-09 3.293916e+03  27.00
 128.67 2.000000e-09 3.294162e+03  27.00
 128.67 6.000000e-09 3.294407e+03  27.00
 128.71 6.000000e-09 3.294653e+03  27.00
 128.71 7.000000e-09 3.294899e+03  27.00
 128.78 8.000000e-09 3.295145e+03  27.00
 128.78 1.000000e-08 3.295390e+03  27.00
 128.83 1.300000e-08 3.295636e+03  27.00
 128.83 1.500000e-08 3.295882e+03  27.00
 128.88 1.600000e-08 3.296128e+03  27.00
 128.88 1.600000e-08 3.296374e+03  27.00
 128.95 1.500000e-08 3.296620e+03  27.00
 128.95 1.600000e-08 3.296866e+03  27.00
 128.95 1.800000e-08 3.297112e+03  27.00
 129.00 1.800000e-08 3.297358e+03  27.00
 129.00 1.800000e-08 3.297603e+03  27.00
 129.05 1.800000e-08 3.297850e+03  27.00
 129.05 1.600000e-08 3.298095e+03  27.00
 129.12 1.800000e-08 3.298341e+03  27.00
 129.12 1.800000e-08 3.298587e+03  27.00
 129.16 2.000000e-08 3.298833e+03  27.00
 129.16 2.000000e-08 3.299078e+03  27.00
 129.21 2.100000e-08 3.299324e+03  27.00
 129.21 2.100000e-08 3.299571e+03  27.00
 129.26 2.100000e-08 3.299816e+03  27.00
 129.26 2.200000e-08 3.300062e+03  27.00
 129.26 2.200000e-08 3.300307e+03  27.00
 129.31 2.500000e-08 3.300554e+03  27.00
 129.31 2.600000e-08 3.300800e+03  27.00
 129.35 2.700000e-08 3.301045e+03  27.00
 129.35 2.800000e-08 3.301292e+03  27.00
 129.40 3.100000e-08 3.301537e+03  27.00
 129.40 3.200000e-08 3.301783e+03  27.00
 129.45 3.100000e-08 3.302028e+03  27.00
 129.45 3.200000e-08 3.302274e+03  27.00
 129.50 3.100000e-08 3.302520e+03  27.00
 129.50 3.100000e-08 3.302766e+03  27.00
 129.54 3.200000e-08 3.303012e+03  27.00
 129.54 3.200000e-08 3.303258e+03  27.00
 129.54 3.200000e-08 3.303504e+03  27.00
 129.59 3.200000e-08 3.303750e+03  27.00
 129.59 9.100000e-08 3.303995e+03  27.00
 129.62 2.160000e-07 3.304241e+03  27.00
 129.62 3.720000e-07 3.304487e+03  27.00
 129.66 4.920000e-07 3.304733e+03  27.00
 129.66 5.050000e-07 3.304979e+03  27.00
 129.71 4.180000e-07 3.305225e+03  27.00
 129.71 3.460000e-07 3.305471e+03  27.00
 129.73 2.880000e-07 3.305716e+03  27.00
 129.73 2.410000e-07 3.305962e+03  27.00
 129.78 2.020000e-07 3.306208e+03  27.00
 129.78 1.720000e-07 3.306454e+03  27.00
